state,condition,measure_id,measure_name,score,start_date,end_date
SC,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,70.0,2023-04-01,2024-03-31
SC,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,89.0,2023-04-01,2024-03-31
SC,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,82.0,2023-04-01,2024-03-31
SC,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93.0,2023-04-01,2024-03-31
SD,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,113.0,2023-04-01,2024-03-31
SD,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),175.0,2023-04-01,2024-03-31
SD,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),112.0,2023-04-01,2024-03-31
SD,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),177.0,2023-04-01,2024-03-31
SD,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,146.0,2023-04-01,2024-03-31
SD,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),164.0,2023-04-01,2024-03-31
SD,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),146.0,2023-04-01,2024-03-31
SD,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),176.0,2023-04-01,2024-03-31
SD,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1.0,2023-01-01,2023-12-31
SD,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,54.0,2023-04-01,2024-03-31
SD,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,98.0,2023-01-01,2023-12-31
SD,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,65.0,2023-04-01,2024-03-31
SD,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,69.0,2023-04-01,2024-03-31
SD,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,80.0,2023-04-01,2024-03-31
SD,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,83.0,2023-04-01,2024-03-31
SD,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,94.0,2023-04-01,2024-03-31
TN,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,157.0,2023-04-01,2024-03-31
TN,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),198.0,2023-04-01,2024-03-31
TN,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),128.0,2023-04-01,2024-03-31
TN,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),162.0,2023-04-01,2024-03-31
TN,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),186.0,2023-04-01,2024-03-31
TN,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,333.0,2023-04-01,2024-03-31
TN,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),423.0,2023-04-01,2024-03-31
TN,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),266.0,2023-04-01,2024-03-31
TN,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),346.0,2023-04-01,2024-03-31
TN,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),391.0,2023-04-01,2024-03-31
TN,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2.0,2023-01-01,2023-12-31
TN,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,68.0,2023-04-01,2024-03-31
TN,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,90.0,2023-01-01,2023-12-31
TN,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,59.0,2023-04-01,2024-03-31
TN,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,64.0,2023-04-01,2024-03-31
TN,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,82.0,2023-04-01,2024-03-31
TN,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,78.0,2023-04-01,2024-03-31
TN,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91.0,2023-04-01,2024-03-31
TX,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,145.0,2023-04-01,2024-03-31
TX,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),174.0,2023-04-01,2024-03-31
TX,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),119.0,2023-04-01,2024-03-31
TX,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),158.0,2023-04-01,2024-03-31
TX,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),166.0,2023-04-01,2024-03-31
TX,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,230.0,2023-04-01,2024-03-31
TX,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),302.0,2023-04-01,2024-03-31
TX,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),176.0,2023-04-01,2024-03-31
TX,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),257.0,2023-04-01,2024-03-31
TX,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),270.0,2023-04-01,2024-03-31
TX,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2.0,2023-01-01,2023-12-31
TX,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,69.0,2023-04-01,2024-03-31
TX,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,90.0,2023-01-01,2023-12-31
TX,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,64.0,2023-04-01,2024-03-31
TX,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,70.0,2023-04-01,2024-03-31
TX,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,87.0,2023-04-01,2024-03-31
TX,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,81.0,2023-04-01,2024-03-31
TX,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,92.0,2023-04-01,2024-03-31
UT,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,131.0,2023-04-01,2024-03-31
UT,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),173.0,2023-04-01,2024-03-31
UT,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),114.0,2023-04-01,2024-03-31
UT,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),142.0,2023-04-01,2024-03-31
UT,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),169.0,2023-04-01,2024-03-31
UT,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,202.0,2023-04-01,2024-03-31
UT,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),219.0,2023-04-01,2024-03-31
UT,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),182.0,2023-04-01,2024-03-31
UT,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),212.0,2023-04-01,2024-03-31
UT,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),230.0,2023-04-01,2024-03-31
UT,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1.0,2023-01-01,2023-12-31
UT,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,73.0,2023-04-01,2024-03-31
UT,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,95.0,2023-01-01,2023-12-31
UT,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,71.0,2023-04-01,2024-03-31
UT,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,70.0,2023-04-01,2024-03-31
UT,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,83.0,2023-04-01,2024-03-31
UT,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,87.0,2023-04-01,2024-03-31
UT,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93.0,2023-04-01,2024-03-31
VA,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,166.0,2023-04-01,2024-03-31
VA,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),169.0,2023-04-01,2024-03-31
VA,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),141.0,2023-04-01,2024-03-31
VA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),168.0,2023-04-01,2024-03-31
VA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),169.0,2023-04-01,2024-03-31
VA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,318.0,2023-04-01,2024-03-31
VA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),290.0,2023-04-01,2024-03-31
VA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),264.0,2023-04-01,2024-03-31
VA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),266.0,2023-04-01,2024-03-31
VA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),345.0,2023-04-01,2024-03-31
VA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2.0,2023-01-01,2023-12-31
VA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,72.0,2023-04-01,2024-03-31
VA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,90.0,2023-01-01,2023-12-31
VA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,65.0,2023-04-01,2024-03-31
VA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,72.0,2023-04-01,2024-03-31
VA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,86.0,2023-04-01,2024-03-31
VA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,81.0,2023-04-01,2024-03-31
VA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93.0,2023-04-01,2024-03-31
VT,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,176.0,2023-04-01,2024-03-31
VT,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),145.0,2023-04-01,2024-03-31
VT,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),177.0,2023-04-01,2024-03-31
VT,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),244.0,2023-04-01,2024-03-31
VT,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,324.0,2023-04-01,2024-03-31
VT,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),576.0,2023-04-01,2024-03-31
VT,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),257.0,2023-04-01,2024-03-31
VT,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),440.0,2023-04-01,2024-03-31
VT,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2.0,2023-01-01,2023-12-31
VT,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,44.0,2023-04-01,2024-03-31
VT,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,99.0,2023-01-01,2023-12-31
VT,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,59.0,2023-04-01,2024-03-31
VT,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,58.0,2023-04-01,2024-03-31
VT,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,84.0,2023-04-01,2024-03-31
VT,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,80.0,2023-04-01,2024-03-31
VT,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91.0,2023-04-01,2024-03-31
WA,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,154.0,2023-04-01,2024-03-31
WA,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),203.0,2023-04-01,2024-03-31
WA,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),131.0,2023-04-01,2024-03-31
WA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),166.0,2023-04-01,2024-03-31
WA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),192.0,2023-04-01,2024-03-31
WA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,243.0,2023-04-01,2024-03-31
WA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),330.0,2023-04-01,2024-03-31
WA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),192.0,2023-04-01,2024-03-31
WA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),266.0,2023-04-01,2024-03-31
WA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),298.0,2023-04-01,2024-03-31
WA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3.0,2023-01-01,2023-12-31
WA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,63.0,2023-04-01,2024-03-31
WA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,93.0,2023-01-01,2023-12-31
WA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,60.0,2023-04-01,2024-03-31
WA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,70.0,2023-04-01,2024-03-31
WA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,83.0,2023-04-01,2024-03-31
WA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79.0,2023-04-01,2024-03-31
WA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,89.0,2023-04-01,2024-03-31
WI,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,137.0,2023-04-01,2024-03-31
WI,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),167.0,2023-04-01,2024-03-31
WI,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),129.0,2023-04-01,2024-03-31
WI,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),145.0,2023-04-01,2024-03-31
WI,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),171.0,2023-04-01,2024-03-31
WI,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,194.0,2023-04-01,2024-03-31
WI,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),230.0,2023-04-01,2024-03-31
WI,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),183.0,2023-04-01,2024-03-31
WI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),211.0,2023-04-01,2024-03-31
WI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),199.0,2023-04-01,2024-03-31
WI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2.0,2023-01-01,2023-12-31
WI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,78.0,2023-04-01,2024-03-31
WI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,97.0,2023-01-01,2023-12-31
WI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,69.0,2023-04-01,2024-03-31
WI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,74.0,2023-04-01,2024-03-31
WI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,89.0,2023-04-01,2024-03-31
WI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,85.0,2023-04-01,2024-03-31
WI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93.0,2023-04-01,2024-03-31
WV,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,146.0,2023-04-01,2024-03-31
WV,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),210.0,2023-04-01,2024-03-31
WV,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),121.0,2023-04-01,2024-03-31
WV,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),178.0,2023-04-01,2024-03-31
WV,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),192.0,2023-04-01,2024-03-31
WV,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,256.0,2023-04-01,2024-03-31
WV,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),316.0,2023-04-01,2024-03-31
WV,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),218.0,2023-04-01,2024-03-31
WV,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),267.0,2023-04-01,2024-03-31
WV,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),328.0,2023-04-01,2024-03-31
WV,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2.0,2023-01-01,2023-12-31
WV,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,59.0,2023-04-01,2024-03-31
WV,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,87.0,2023-01-01,2023-12-31
WV,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,60.0,2023-04-01,2024-03-31
WV,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,72.0,2023-04-01,2024-03-31
WV,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,83.0,2023-04-01,2024-03-31
WV,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,77.0,2023-04-01,2024-03-31
WV,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91.0,2023-04-01,2024-03-31
WY,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,135.0,2023-04-01,2024-03-31
WY,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),129.0,2023-04-01,2024-03-31
WY,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),184.0,2023-04-01,2024-03-31
WY,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,194.0,2023-04-01,2024-03-31
WY,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),183.0,2023-04-01,2024-03-31
WY,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),258.0,2023-04-01,2024-03-31
WY,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1.0,2023-01-01,2023-12-31
WY,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,56.0,2023-04-01,2024-03-31
WY,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,95.0,2023-01-01,2023-12-31
WY,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,68.0,2023-04-01,2024-03-31
WY,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,81.0,2023-04-01,2024-03-31
WY,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,79.0,2023-04-01,2024-03-31
WY,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,83.0,2023-04-01,2024-03-31
WY,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93.0,2023-04-01,2024-03-31
