town,studio_units,1br_units,2br_units,3br_units,4br_units,tot_units,square_footage,ceiling_height,final_market_value,investment_rating,net_operating_income,parking_spots,year_built
Elk Grove,0.0,0,0,0.0,0.0,0,19838,16,1466717,C,139029,0.0,1988
Elk Grove,0.0,0,0,0.0,0.0,0,20020,18,1384271,C,132051,0.0,1983
Elk Grove,0.0,0,0,0.0,0.0,0,20022,16,1384410,C,132065,0.0,1983
Elk Grove,0.0,0,0,0.0,0.0,0,32870,16,2272777,C,216810,0.0,1983
Elk Grove,0.0,0,0,0.0,0.0,0,40982,16,2645957,C,236527,0.0,1984
Elk Grove,0.0,0,0,0.0,0.0,0,15840,16,1171126,C,111010,0.0,1983
Elk Grove,0.0,0,0,0.0,0.0,0,39166,16,2708111,C,258338,0.0,1988
Elk Grove,0.0,0,0,0.0,0.0,0,61821,19,3991404,C,356799,0.0,1983
Elk Grove,0.0,0,0,0.0,0.0,0,5434,14,415346,C,38082,0.0,1991
Elk Grove,0.0,0,0,0.0,0.0,0,5434,14,415346,C,38082,0.0,1991
Elk Grove,0.0,0,0,0.0,0.0,0,5434,18,415346,C,38082,0.0,1991
Elk Grove,0.0,0,0,0.0,0.0,0,5434,14,415346,C,38082,0.0,1991
Elk Grove,0.0,0,0,0.0,0.0,0,6780,16,518227,C,47515,0.0,1988
Elk Grove,0.0,0,0,0.0,0.0,0,78768,18,0,A,0,0.0,2021
Elk Grove,0.0,0,0,0.0,0.0,0,3150,16,571750,C,22075,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,37108,20,2565812,C,244764,0.0,1989
Elk Grove,0.0,0,0,0.0,0.0,0,24267,28,4853400,C,160065,0.0,1994
Elk Grove,0.0,0,0,0.0,0.0,0,24570,60,4311699,C,202579,0.0,2020
Elk Grove,0.0,0,0,0.0,0.0,0,4488,14,343039,C,31453,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,4488,14,343039,C,31453,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,9775,16,747149,C,68505,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,4946,16,378046,C,34662,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,4467,15,341433,C,31305,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,5000,15,382173,C,35041,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,4980,14,380644,C,34901,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,4980,14,380644,C,34901,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,4460,14,340898,C,31256,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,4460,14,340898,C,31256,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,19740,17,1459471,C,138342,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,6466,19,494226,C,45315,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,4974,19,380186,C,34859,0.0,1974
Elk Grove,0.0,0,0,0.0,0.0,0,24675,19,1706139,C,162756,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,8400,15,642051,C,58869,0.0,1974
Elk Grove,0.0,0,0,0.0,0.0,0,4496,16,343650,C,31509,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,26826,17,1854868,C,176944,0.0,1978
Elk Grove,0.0,0,0,0.0,0.0,0,6800,17,519756,C,47656,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,14360,17,1061702,C,100638,0.0,1974
Elk Grove,0.0,0,0,0.0,0.0,0,14823,17,1095934,C,103883,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,32764,17,2265448,C,216111,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,6382,24,540191,C,44726,0.0,1974
Elk Grove,0.0,0,0,0.0,0.0,0,9945,16,760143,C,69697,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,7200,14,550330,C,50459,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,8012,21,612394,C,56150,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,4488,14,343039,C,31453,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,9333,15,713365,C,65407,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,9385,15,717339,C,65772,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,5073,18,387753,C,35552,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,8675,16,663071,C,60796,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,14654,16,1083439,C,102698,0.0,1978
Elk Grove,0.0,0,0,0.0,0.0,0,16821,16,1243655,C,117885,0.0,1974
Elk Grove,0.0,0,0,0.0,0.0,0,6150,14,470073,C,43100,0.0,1995
Elk Grove,0.0,0,0,0.0,0.0,0,8000,16,611477,C,56066,0.0,1974
Elk Grove,0.0,0,0,0.0,0.0,0,25058,23,1732621,C,165282,0.0,1978
Elk Grove,0.0,0,0,0.0,0.0,0,19955,23,1914077,C,139849,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,19955,23,1914077,C,139849,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,39910,23,2759554,C,263246,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,53760,20,3627992,C,310275,0.0,1990
Elk Grove,0.0,0,0,0.0,0.0,0,23763,19,2073864,C,156740,0.0,1970
Elk Grove,0.0,0,0,0.0,0.0,0,13825,15,1292617,C,96889,0.0,1966
Elk Grove,0.0,0,0,0.0,0.0,0,69747,17,7121894,C,402544,0.0,1967
Elk Grove,0.0,0,0,0.0,0.0,0,12561,16,928694,C,88030,0.0,1970
Elk Grove,0.0,0,0,0.0,0.0,0,15600,17,1153381,C,109328,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,19660,14,1453556,C,137782,0.0,1978
Elk Grove,0.0,0,0,0.0,0.0,0,13000,14,961151,C,91107,0.0,1991
Elk Grove,0.0,0,0,0.0,0.0,0,5834,18,910623,C,40886,0.0,1981
Elk Grove,0.0,0,0,0.0,0.0,0,11640,16,860600,C,81576,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,100240,21,5705326,C,485662,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,23119,24,1598550,C,152492,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,102130,30,7654076,C,494819,0.0,2003
Elk Grove,0.0,0,0,0.0,0.0,0,15700,19,2066832,C,110029,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,255543,24,14544655,C,1238105,0.0,1980
Elk Grove,0.0,0,0,0.0,0.0,0,72612,10,4688113,C,419080,0.0,1982
Elk Grove,0.0,0,0,0.0,0.0,0,3017,18,230652,C,21148,0.0,1988
Elk Grove,0.0,0,0,0.0,0.0,0,4486,18,342933,C,31443,0.0,1988
Elk Grove,0.0,0,0,0.0,0.0,0,2049,18,156622,C,14360,0.0,1988
Elk Grove,0.0,0,0,0.0,0.0,0,2215,18,169373,C,15529,0.0,1988
Elk Grove,0.0,0,0,0.0,0.0,0,2215,18,169373,C,15529,0.0,1988
Elk Grove,0.0,0,0,0.0,0.0,0,2215,18,169373,C,15529,0.0,1988
Elk Grove,0.0,0,0,0.0,0.0,0,2215,18,169373,C,15529,0.0,1988
Elk Grove,0.0,0,0,0.0,0.0,0,2215,18,169373,C,15529,0.0,1988
Elk Grove,0.0,0,0,0.0,0.0,0,2215,18,169373,C,15529,0.0,1988
Elk Grove,0.0,0,0,0.0,0.0,0,2049,18,156622,C,14360,0.0,1988
Elk Grove,0.0,0,0,0.0,0.0,0,225000,35,19850625,B,1144631,0.0,2009
Elk Grove,0.0,0,0,0.0,0.0,0,14017,15,1464954,C,98234,0.0,1972
Elk Grove,0.0,0,0,0.0,0.0,0,21000,17,1452033,C,138516,0.0,1969
Elk Grove,0.0,0,0,0.0,0.0,0,46588,14,3007902,C,268882,0.0,1972
Elk Grove,0.0,0,0,0.0,0.0,0,93600,22,6043180,C,540212,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,28000,19,1936044,C,184688,0.0,1980
Elk Grove,0.0,0,0,0.0,0.0,0,27413,21,1895456,C,180816,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,53191,18,3434217,C,306991,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,49280,20,3181708,C,284419,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,27517,22,1902647,C,181502,0.0,1997
Elk Grove,0.0,0,0,0.0,0.0,0,30112,20,2082077,C,198618,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,4977,20,380423,C,34880,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,4977,20,380423,C,34880,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,4977,20,380423,C,34880,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,4977,20,380423,C,34880,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,4977,20,380423,C,34880,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,4977,20,380423,C,34880,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,4977,20,380423,C,34880,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,4977,20,380423,C,34880,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,9954,20,760846,C,69761,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,38873,18,2687851,C,256406,0.0,1990
Elk Grove,0.0,0,0,0.0,0.0,0,69891,20,4512434,C,403375,0.0,1969
Elk Grove,0.0,0,0,0.0,0.0,0,25212,15,1743269,C,166298,0.0,1981
Elk Grove,0.0,0,0,0.0,0.0,0,236220,35,20840509,B,1201710,0.0,2010
Elk Grove,0.0,0,0,0.0,0.0,0,180357,35,15911996,B,917521,0.0,2011
Elk Grove,0.0,0,0,0.0,0.0,0,109528,35,9073482,C,557196,0.0,2011
Elk Grove,0.0,0,0,0.0,0.0,0,132144,32,14118170,B,800297,0.0,2020
Elk Grove,0.0,0,0,0.0,0.0,0,864,12,8614517,C,6055,0.0,1964
Elk Grove,0.0,0,0,0.0,0.0,0,2087,12,2432601,C,14626,0.0,1964
Elk Grove,0.0,0,0,0.0,0.0,0,9084,14,885073,C,63662,0.0,1929
Elk Grove,0.0,0,0,0.0,0.0,0,13468,14,995752,C,94387,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,12094,14,894166,C,84757,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,6000,18,888495,C,42049,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,31589,16,8167417,C,208361,0.0,1963
Elk Grove,0.0,0,0,0.0,0.0,0,6110,10,13315281,C,42820,0.0,1984
Elk Grove,0.0,0,0,0.0,0.0,0,23850,16,4494419,C,157314,0.0,1958
Elk Grove,0.0,0,0,0.0,0.0,0,8469,16,17381485,C,59352,0.0,1958
Elk Grove,0.0,0,0,0.0,0.0,0,17446,18,18024025,C,122265,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,101958,17,5803109,C,493986,0.0,1974
Elk Grove,0.0,0,0,0.0,0.0,0,6500,16,883575,C,45553,0.0,1974
Elk Grove,0.0,0,0,0.0,0.0,0,65241,14,4212212,C,376538,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,12966,14,958671,C,90872,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,3196,14,244335,C,22402,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,3200,14,244616,C,22428,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,3189,14,243774,C,22351,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,3196,14,244335,C,22402,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,3207,14,245177,C,22480,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,3207,14,245177,C,22480,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,2275,14,173924,C,15947,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,2275,14,173924,C,15947,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,30400,21,2101991,C,200518,0.0,1969
Elk Grove,0.0,0,0,0.0,0.0,0,9856,20,753340,C,69073,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,22283,19,1540745,C,146978,0.0,1988
Elk Grove,0.0,0,0,0.0,0.0,0,14040,20,1298089,C,98395,0.0,2003
Elk Grove,0.0,0,0,0.0,0.0,0,17632,21,1303617,C,123569,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,20375,15,1408818,C,134393,0.0,1983
Elk Grove,0.0,0,0,0.0,0.0,0,28180,15,1948490,C,185875,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,19360,17,1431376,C,135679,0.0,1974
Elk Grove,0.0,0,0,0.0,0.0,0,62275,18,4020716,C,359420,0.0,1978
Elk Grove,0.0,0,0,0.0,0.0,0,174578,22,9936397,C,845830,0.0,1991
Elk Grove,0.0,0,0,0.0,0.0,0,64836,16,5063915,C,374200,0.0,1993
Elk Grove,0.0,0,0,0.0,0.0,0,8094,16,618662,C,56724,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,15448,22,1142143,C,108263,0.0,1997
Elk Grove,0.0,0,0,0.0,0.0,0,19800,16,1463907,C,138763,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,2552,15,417586,C,17885,0.0,1962
Elk Grove,0.0,0,0,0.0,0.0,0,11085,14,692627,C,54837,0.0,1985
Elk Grove,0.0,0,0,0.0,0.0,0,94695,18,6341847,C,546532,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,60200,21,4538866,C,347444,0.0,1981
Elk Grove,0.0,0,0,0.0,0.0,0,125280,36,11052828,B,637330,0.0,2010
Elk Grove,0.0,0,0,0.0,0.0,0,64498,20,4164241,C,372250,0.0,1981
Elk Grove,0.0,0,0,0.0,0.0,0,87195,22,5629648,C,503245,0.0,1989
Elk Grove,0.0,0,0,0.0,0.0,0,258840,30,22836159,B,1316783,0.0,2010
Elk Grove,0.0,0,0,0.0,0.0,0,413338,33,41298666,A,2102753,0.0,2012
Elk Grove,0.0,0,0,0.0,0.0,0,142070,26,8086150,C,688329,0.0,1988
Elk Grove,0.0,0,0,0.0,0.0,0,7009,12,4110873,C,51576,0.0,2008
Elk Grove,0.0,0,0,0.0,0.0,0,29850,14,8291049,C,226424,0.0,2015
Elk Grove,0.0,0,0,0.0,0.0,0,44800,18,4585986,C,258563,0.0,1978
Elk Grove,0.0,0,0,0.0,0.0,0,29694,18,3559799,C,195861,0.0,1970
Elk Grove,0.0,0,0,0.0,0.0,0,170710,24,9716244,C,827089,0.0,1982
Elk Grove,0.0,0,0,0.0,0.0,0,43800,20,4932070,C,265431,0.0,2012
Elk Grove,0.0,0,0,0.0,0.0,0,533629,19,30372383,C,2585432,0.0,1983
Elk Grove,0.0,0,0,0.0,0.0,0,17834,16,1318551,C,124985,0.0,1978
Elk Grove,0.0,0,0,0.0,0.0,0,16820,22,1243582,C,117878,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,17640,14,1304208,C,123625,0.0,1980
Elk Grove,0.0,0,0,0.0,0.0,0,18692,14,1381987,C,130998,0.0,2000
Elk Grove,0.0,0,0,0.0,0.0,0,197281,18,11228576,C,955826,0.0,1991
Elk Grove,0.0,0,0,0.0,0.0,0,32067,14,2217254,C,211513,0.0,1986
Elk Grove,0.0,0,0,0.0,0.0,0,6000,14,458608,C,42049,0.0,1967
Elk Grove,0.0,0,0,0.0,0.0,0,6250,16,477717,C,43801,0.0,1970
Elk Grove,0.0,0,0,0.0,0.0,0,11276,15,833687,C,79025,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,4450,15,340134,C,31186,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,7444,14,568980,C,52169,0.0,1972
Elk Grove,0.0,0,0,0.0,0.0,0,19468,25,1853632,C,136436,0.0,2004
Elk Grove,0.0,0,0,0.0,0.0,0,14000,16,1035086,C,98115,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,3120,16,499715,C,21865,0.0,1964
Elk Grove,0.0,0,0,0.0,0.0,0,10220,12,914103,C,71624,0.0,1967
Elk Grove,0.0,0,0,0.0,0.0,0,9040,24,690969,C,63354,0.0,1970
Elk Grove,0.0,0,0,0.0,0.0,0,7574,12,1350310,C,53080,0.0,1995
Elk Grove,0.0,0,0,0.0,0.0,0,21816,37,1508455,C,143898,0.0,1986
Elk Grove,0.0,0,0,0.0,0.0,0,179861,21,10237088,C,871426,0.0,1974
Elk Grove,0.0,0,0,0.0,0.0,0,8000,15,689252,C,56066,0.0,1970
Elk Grove,0.0,0,0,0.0,0.0,0,12152,17,898454,C,85164,0.0,1970
Elk Grove,0.0,0,0,0.0,0.0,0,13728,14,1014975,C,96209,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,10000,17,764347,C,70082,0.0,1970
Elk Grove,0.0,0,0,0.0,0.0,0,53998,23,3486320,C,311649,0.0,1969
Elk Grove,0.0,0,0,0.0,0.0,0,6300,24,488517,C,44151,0.0,1981
Elk Grove,0.0,0,0,0.0,0.0,0,24592,16,1700400,C,162208,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,31200,16,2157306,C,205795,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,25358,18,1753364,C,167261,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,27250,17,1884186,C,179741,0.0,1970
Elk Grove,0.0,0,0,0.0,0.0,0,12800,17,946364,C,89705,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,14798,16,1094086,C,103708,0.0,1972
Elk Grove,0.0,0,0,0.0,0.0,0,26400,26,1825413,C,174134,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,43370,28,2800135,C,250309,0.0,2000
Elk Grove,0.0,0,0,0.0,0.0,0,109588,18,6237383,C,530953,0.0,1980
Elk Grove,0.0,0,0,0.0,0.0,0,20060,20,1977269,C,138931,0.0,2012
Elk Grove,0.0,0,0,0.0,0.0,0,21650,22,1496977,C,142803,0.0,1986
Elk Grove,0.0,0,0,0.0,0.0,0,95749,14,6181927,C,552615,0.0,1987
Elk Grove,0.0,0,0,0.0,0.0,0,86046,16,5555464,C,496614,0.0,1986
Elk Grove,0.0,0,0,0.0,0.0,0,60328,18,3895010,C,348183,0.0,1989
Elk Grove,0.0,0,0,0.0,0.0,0,41280,22,5987576,C,297809,0.0,2020
Elk Grove,0.0,0,0,0.0,0.0,0,28800,17,1991360,C,189964,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,12650,17,935274,C,88654,0.0,1970
Elk Grove,0.0,0,0,0.0,0.0,0,10174,17,752211,C,71301,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,10000,16,764347,C,70082,0.0,1969
Elk Grove,0.0,0,0,0.0,0.0,0,14986,19,1107985,C,105025,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,12000,17,887216,C,84099,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,17110,20,1265023,C,119911,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,9984,16,763124,C,69970,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,8382,15,1059555,C,58743,0.0,1983
Elk Grove,0.0,0,0,0.0,0.0,0,20762,17,1435576,C,136946,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,23941,15,1655387,C,157914,0.0,1966
Elk Grove,0.0,0,0,0.0,0.0,0,263615,22,23257433,B,1341075,0.0,2011
Elk Grove,0.0,0,0,0.0,0.0,0,72545,20,4683787,C,418693,0.0,1972
Elk Grove,0.0,0,0,0.0,0.0,0,24970,17,1726536,C,164702,0.0,1966
Elk Grove,0.0,0,0,0.0,0.0,0,82522,24,5327941,C,476275,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,37965,19,2625068,C,250417,0.0,1966
Elk Grove,0.0,0,0,0.0,0.0,0,14884,21,1135838,C,104310,0.0,1968
Elk Grove,0.0,0,0,0.0,0.0,0,21000,16,1497300,C,138516,0.0,1963
Elk Grove,0.0,0,0,0.0,0.0,0,13913,21,1028653,C,97505,0.0,1970
Elk Grove,0.0,0,0,0.0,0.0,0,93430,20,6032204,C,539231,0.0,1994
Elk Grove,0.0,0,0,0.0,0.0,0,14496,19,1071757,C,101591,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,13975,21,1033237,C,97940,0.0,1972
Elk Grove,0.0,0,0,0.0,0.0,0,19260,18,1423982,C,134978,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,45217,25,2919385,C,260969,0.0,1982
Elk Grove,0.0,0,0,0.0,0.0,0,15120,16,1117893,C,105964,0.0,1991
Elk Grove,0.0,0,0,0.0,0.0,0,21406,48,1480105,C,141193,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,70120,23,4527219,C,404697,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,14744,18,1090093,C,103329,0.0,1970
Elk Grove,0.0,0,0,0.0,0.0,0,44184,18,2852690,C,255007,0.0,1970
Elk Grove,0.0,0,0,0.0,0.0,0,10130,17,748958,C,70993,0.0,1970
Elk Grove,0.0,0,0,0.0,0.0,0,50288,19,3246788,C,290237,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,45995,17,2969616,C,265460,0.0,1970
Elk Grove,0.0,0,0,0.0,0.0,0,5850,17,447143,C,40998,0.0,1971
Elk Grove,0.0,0,0,0.0,0.0,0,10000,17,764347,C,70082,0.0,1972
Elk Grove,0.0,0,0,0.0,0.0,0,17380,20,1284985,C,121803,0.0,1975
Elk Grove,0.0,0,0,0.0,0.0,0,13184,18,974755,C,92396,0.0,1981
Elk Grove,0.0,0,0,0.0,0.0,0,12000,20,1634855,C,84099,0.0,1978
Elk Grove,0.0,0,0,0.0,0.0,0,65450,16,9946358,C,377744,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,95149,24,6143189,C,549152,0.0,1969
Elk Grove,0.0,0,0,0.0,0.0,0,9045,25,1266020,C,63389,0.0,2000
Elk Grove,0.0,0,0,0.0,0.0,0,10598,21,2888772,C,74273,0.0,1965
Elk Grove,0.0,0,0,0.0,0.0,0,15175,20,1625584,C,106350,0.0,1974
Elk Grove,0.0,0,0,0.0,0.0,0,88308,15,5701507,C,509669,0.0,1978
Elk Grove,0.0,0,0,0.0,0.0,0,16727,22,2686500,C,117226,0.0,1992
Elk Grove,0.0,0,0,0.0,0.0,0,124765,23,7101207,C,604486,0.0,1966
Elk Grove,0.0,0,0,0.0,0.0,0,46062,35,3828946,C,265846,0.0,2006
Elk Grove,0.0,0,0,0.0,0.0,0,46062,35,3828946,C,265846,0.0,2006
Elk Grove,0.0,0,0,0.0,0.0,0,64712,20,5379244,C,373485,0.0,2006
Elk Grove,0.0,0,0,0.0,0.0,0,23610,28,2062246,C,155731,0.0,2003
Elk Grove,0.0,0,0,0.0,0.0,0,23610,28,2062246,C,155731,0.0,2003
Elk Grove,0.0,0,0,0.0,0.0,0,23610,28,2062246,C,155731,0.0,2003
Elk Grove,0.0,0,0,0.0,0.0,0,23465,28,2049580,C,154775,0.0,2003
Elk Grove,0.0,0,0,0.0,0.0,0,117206,30,11665764,B,653042,0.0,2017
Elk Grove,0.0,0,0,0.0,0.0,0,39859,20,2756028,C,262909,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,16250,18,1201439,C,113884,0.0,1966
Elk Grove,0.0,0,0,0.0,0.0,0,18320,22,2500344,C,128391,0.0,1973
Elk Grove,0.0,0,0,0.0,0.0,0,35160,20,2431118,C,231915,0.0,1991
Elk Grove,0.0,0,0,0.0,0.0,0,60420,35,3900950,C,348714,0.0,2001
Elk Grove,0.0,0,0,0.0,0.0,0,16097,16,1190184,C,112817,0.0,1995
Elk Grove,0.0,0,0,0.0,0.0,0,2417,16,225610,C,19936,0.0,1995
Elk Grove,0.0,0,0,0.0,0.0,0,2384,16,146317,C,12385,0.0,1995
Elk Grove,0.0,0,0,0.0,0.0,0,2517,16,192412,C,17642,0.0,1995
Elk Grove,0.0,0,0,0.0,0.0,0,2500,16,200618,C,13604,0.0,1995
Elk Grove,0.0,0,0,0.0,0.0,0,2484,16,189881,C,17410,0.0,1995
Elk Grove,0.0,0,0,0.0,0.0,0,2351,16,188661,C,12793,0.0,1995
Elk Grove,0.0,0,0,0.0,0.0,0,2368,16,272274,C,23431,0.0,1995
Elk Grove,0.0,0,0,0.0,0.0,0,9662,14,738512,C,67713,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,4545,14,347395,C,31852,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,4545,14,347395,C,31852,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,4545,14,347395,C,31852,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,4545,14,347395,C,31852,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,10000,16,764347,C,70082,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,19428,20,1436403,C,136156,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,22204,14,1535283,C,146457,0.0,1991
Elk Grove,0.0,0,0,0.0,0.0,0,22369,17,1546692,C,147545,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,6446,16,492698,C,45175,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,15120,18,1117893,C,105964,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,15120,18,1117893,C,105964,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,15120,18,1117893,C,105964,0.0,1974
Elk Grove,0.0,0,0,0.0,0.0,0,10005,18,739716,C,70117,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,10350,16,765224,C,72535,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,10005,16,739716,C,70117,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,20000,20,1478694,C,140165,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,9450,16,722308,C,66227,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,11484,18,849066,C,80482,0.0,1976
Elk Grove,0.0,0,0,0.0,0.0,0,6928,16,529539,C,48553,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,12050,17,890913,C,84449,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,16507,17,1220440,C,115685,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,4558,16,348389,C,31943,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,5900,14,450964,C,41348,0.0,1977
Elk Grove,0.0,0,0,0.0,0.0,0,21266,16,1470425,C,140270,0.0,1983
Elk Grove,0.0,0,0,0.0,0.0,0,30100,22,2081247,C,198539,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,13720,18,1014384,C,96153,0.0,1997
Elk Grove,0.0,0,0,0.0,0.0,0,15080,20,1114935,C,105684,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,15080,20,1114935,C,105684,0.0,1979
Elk Grove,0.0,0,0,0.0,0.0,0,30800,14,2129648,C,203156,0.0,1984
Elk Grove,0.0,0,0,0.0,0.0,0,11400,18,842855,C,79894,0.0,1983
Elk Grove,0.0,0,0,0.0,0.0,0,11663,16,862300,C,81737,0.0,1983
Elk Grove,0.0,0,0,0.0,0.0,0,11775,18,870581,C,82522,0.0,1983
Elk Grove,0.0,0,0,0.0,0.0,0,23350,17,1614522,C,154016,0.0,1980
Elk Grove,0.0,0,0,0.0,0.0,0,34160,16,2361974,C,225319,0.0,1981
Elk Grove,0.0,0,0,0.0,0.0,0,27747,17,1918550,C,183019,0.0,1979
